Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery				,region_total,puntos_miles,puntos_IGV
6908,Portugal,"Grown on granite soil that is shot through with quartz, this is the epitome of a mineral, structured wine. On top of that texture, the wine has ripe lemon and green plum fruits that are full of juicy flavor. The wine is so fresh it could do with a few months aging. Drink from late 2016.",Beyra Reserva Quartz,87,17.0,Beira Interior,,,Roger Voss,@vossroger,Rui Roboredo Madeira 2014 Beyra Reserva Quartz White (Beira Interior),Portuguese White,Rui Roboredo Madeira				,,87000,15.66
7556,Portugal,"From the far north of the Vinho Verde region, the rich and creamy wine balances acidity, green plum and crisp minerality. Aromatic, elegant, fresh.",Touquinheiras,90,17.0,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2009 Touquinheiras White (Vinho Verde),Portuguese White,Wines & Winemakers				,,90000,16.2
7745,Portugal,"This is a solidly tannic wine. A dry edge comes from the Baga grape in the blend. At the same time, the wine has plenty of ripe black fruits that give a rounder character. The wine is ready to drink, although it will be better from late 2017.",Quinta do Valdoeiro Colheita,88,17.0,Bairrada,,,Roger Voss,@vossroger,Messias 2012 Quinta do Valdoeiro Colheita Red (Bairrada),Portuguese Red,Messias				,,88000,15.84
14192,Portugal,"This wood-aged Vinho Verde is a world away from the light and sweetened wines. It is rich, almost Chardonnay-like in its smooth, creamy character. At the same time, it still shows its origin in its tight acidity and a crisp aftertaste. Drink now, or better in a year.",Grande Escolha,90,17.0,Vinho Verde,,,Roger Voss,@vossroger,Casa do Valle 2013 Grande Escolha White (Vinho Verde),Portuguese White,Casa do Valle				,,90000,16.2
14423,Portugal,"The wine is rounded, perfumed and fruity. It has touches of spice and toast from the wood aging, giving a firm background to the ripe black fruits. It is a generous wine that is ready to drink.",,86,17.0,DÃ£o,,,Roger Voss,@vossroger,UDACA 2012 Touriga Nacional (DÃ£o),Touriga Nacional,UDACA				,,86000,15.479999999999999
16665,Portugal,"The wine has strongly catty aromas that seems to dissipate on the palate. A tense, mineral-driven acidity carries gooseberry flavors and a herbal aftertaste. Drink now.",Ninfa Escolha,85,17.0,Tejo,,,Roger Voss,@vossroger,JoÃ£o Teodosio Matos Barbosa 2013 Ninfa Escolha White (Tejo),Portuguese White,JoÃ£o Teodosio Matos Barbosa				,,85000,15.299999999999999
16997,Portugal,"A fruity tawny, with cherry-jelly flavors plus attractive acidity that balances the sweet, simple, forward flavors. Perhaps drink it as an apÃ©ritif, easy and fragrant.",PÃ¡tria Tawny,84,17.0,Port,,,Roger Voss,@vossroger,Messias NV PÃ¡tria Tawny  (Port),Port,Messias				,,84000,15.12
17801,Portugal,"Alvarinho with a prickle is unusual, as is a Vinho Verde that has been aged an extra year before release. The wine doesn't quite work because it has lost its fruit and developed a strong pepper and spice character. The acidity at the end is the most characteristic part of the wine.",,85,17.0,Vinho Verde,,,Roger Voss,@vossroger,Conde Villar 2014 Alvarinho (Vinho Verde),Alvarinho,Conde Villar				,,85000,15.299999999999999
22092,Portugal,"Named after an ancestor of the present owners who became a Catholic saint, this wine comes from a vast aristocratic estate northeast of Lisbon. It's dense and fruity, full of tannins and dark plum flavor. Spicy and perfumed, it's drinkable now but will be better from 2018.",Padre Pedro Reserva,88,17.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2013 Padre Pedro Reserva Red (Tejo),Portuguese Red,Casa Cadaval				,,88000,15.84
23226,Portugal,"There is a slight pepper character in this wine with its ripe fruits and fresh acidity. The result is a balanced wine that is not just about fruitiness but also full of character and with some complexity. The wine can be drunk now, although it will be better from the end of 2016.",,90,17.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Soalheiro 2015 Alvarinho (Vinho Verde),Alvarinho,Quinta de Soalheiro				,,90000,16.2
25080,Portugal,"The wine is rounded and fat with an oily texture. Its ripe apple and rich pear flavors only allow a small place for the acidity and crisp texture. It comes across as full bodied, rich and easy to drink now.",Vale de Lobos,85,17.0,Tejo,,,Roger Voss,@vossroger,Quinta da Ribeirinha 2016 Vale de Lobos FernÃ£o Pires (Tejo),FernÃ£o Pires,Quinta da Ribeirinha				,,85000,15.299999999999999
26302,Portugal,"Celebrating the beaches and waters around Lisbon in name, this ripe and fruity wine is forward with black fruits and soft tannins. It's an easy, rich wine, finishing with bright acidity.",Mar da Palha,87,17.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2009 Mar da Palha Red (Lisboa),Portuguese Red,Quinta de Chocapalha				,,87000,15.66
26812,Portugal,"This is a bold, ripe wine, full of fruit and equally full of dense tannins. A blend that includes Cabernet Sauvignon, it is solid, powerful and spicy from wood aging. The structure is still young in this impressive wine. Drink from 2019.",Perescuma,90,17.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2014 Perescuma Red (Tejo),Portuguese Red,Quinta do Casal Branco				,,90000,16.2
29607,Portugal,"This ripe, spicy wine offers strong wood flavors as well as bold red fruits, accompanied by acidity and rich tannins. Drink now.",Nana Reserva,88,17.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa 2014 Nana Reserva Red (Tejo),Portuguese Red,Quinta da Lapa				,,88000,15.84
29724,Portugal,"Catty and grassy this is a very Sauvignon style of Sauvignon. It is tight, herbal and intense with a cool climate character that comes from the proximity of the Atlantic Ocean to the vineyards. Drink now.",,86,17.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2014 Sauvignon Blanc (Lisboa),Sauvignon Blanc,Quinta de Sant'Ana				,,86000,15.479999999999999
29739,Portugal,"The natural acidity of Arinto is well known for sparkling wines in Bucelas close to Lisbon. Here it has the same fresh, crisp, tight character and vibrant texture. It's light, creamy and fruity, a fine apÃ©ritif style.",Reserva Bruto Nature,85,17.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa NV Reserva Bruto Nature Arinto (Tejo),Arinto,Quinta da Lapa				,,85000,15.299999999999999
30423,Portugal,"Produced from organically grown grapes, this wine has firm tannins as well as ripe fruits. A tough edge needs to soften as the wine matures. Drink from 2019",Altano Organically Farmed Vineyard,87,17.0,Douro,,,Roger Voss,@vossroger,Symington Family Estates 2015 Altano Organically Farmed Vineyard Red (Douro),Portuguese Red,Symington Family Estates				,,87000,15.66
31004,Portugal,"Dominated by its tannins and woody characteristics, this is a tough, chunky wine. It has weight and potential depth of black fruit, needing at least four years to soften out.",Magna Carta Reserva,87,17.0,Alentejano,,,Roger Voss,@vossroger,Caves Velhas 2011 Magna Carta Reserva Red (Alentejano),Portuguese Red,Caves Velhas				,,87000,15.66
32090,Portugal,"To judge by the weight of the bottle, this is regarded as an important wine by the producer. The wine inside is attractive and fruity, ripe with berry fruits and considerable freshness. The tannins give the power for the bottle, dry and dense at this young stage. Drink from 2017.",Magna Carta Reserva,89,17.0,Alentejano,,,Roger Voss,@vossroger,Caves Velhas 2013 Magna Carta Reserva Red (Alentejano),Portuguese Red,Caves Velhas				,,89000,16.02
32696,Portugal,"The SÃ© (cathedral) on the label of this wine is in Viseu, the granite-built capital of the DÃ£o region. The wine has fine structure and some serious tannins. They march with the perfumed, sweet flavors of Touriga Nacional and of Alfrocheiro. The wine is still young and will certainly be better from 2017.",Adro da SÃ© Reserva,90,17.0,DÃ£o,,,Roger Voss,@vossroger,UDACA 2012 Adro da SÃ© Reserva Red (DÃ£o),Portuguese Red,UDACA				,,90000,16.2
39695,Portugal,"This is a wine with strong earthy aromas. Its structure is dense and hard at this young stage, but there is enough weight of barnyard and black plum flavors to balance the dry tannins. While it feels rustic, it will certainly develop and soften out. Drink from 2016.",Quinta da Giesta,87,17.0,DÃ£o,,,Roger Voss,@vossroger,Boas Quintas 2012 Quinta da Giesta Red (DÃ£o),Portuguese Red,Boas Quintas				,,87000,15.66
41310,Portugal,"The natural acidity of Arinto is well known for sparkling wines in Bucelas close to Lisbon. Here it has the same fresh, crisp, tight character and vibrant texture. It's light, creamy and fruity, a fine apÃ©ritif style.",Reserva Bruto Nature,85,17.0,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa NV Reserva Bruto Nature Arinto (Tejo),Arinto,Quinta da Lapa				,,85000,15.299999999999999
41991,Portugal,This is a wine that's made to be enjoyed young. It is fresh and fruity with a high proportion of Aragon (a.k.a. Tempranillo) giving a sophisticated touch of dusty tannins and red berry fruit. The wine is ripe and ready to drink.,Portas da Herdade,87,17.0,Alentejano,,,Roger Voss,@vossroger,Companhia das Quintas 2014 Portas da Herdade Red (Alentejano),Portuguese Red,Companhia das Quintas				,,87000,15.66
43482,Portugal,A blend of two of Vinho Verde's richer grapes results in this concentrated full-bodied wine. It is smooth and rich with fruit flavors ranging from citrus to apricot. The acidity is cushioned by the ripe texture. Drink this serious from late 2017.,Avesso-Alvarinho Colheita Seleccionada,90,17.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Raza 2016 Avesso-Alvarinho Colheita Seleccionada White (Vinho Verde),Portuguese White,Quinta da Raza				,,90000,16.2
44451,Portugal,"This is a bold, ripe wine, full of fruit and equally full of dense tannins. A blend that includes Cabernet Sauvignon, it is solid, powerful and spicy from wood aging. The structure is still young in this impressive wine. Drink from 2019.",Perescuma,90,17.0,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2014 Perescuma Red (Tejo),Portuguese Red,Quinta do Casal Branco				,,90000,16.2
45976,Portugal,"Fermented and aged in wood, this rich and complex wine is still young. The potential of the ripe yellow fruits, tight structure and toast and spice flavors are all there. Rounded and generous, this is a wine for some good aging	 drink from 2017.",Casa de Santar Reserva Branco,90,17.0,DÃ£o,,,Roger Voss,@vossroger,DÃ£o Sul 2014 Casa de Santar Reserva Branco White (DÃ£o),Portuguese White,DÃ£o Sul			,,90000,16.2
47569,Portugal,"This is a ripe, spicy wine that has dense tannins and dark fruits. Now mature, it is full bodied, packed with black fruit flavors and a concentrated structure. The Alicante Bouschet in the blend gives the wine its dark color and also its intense fruits. Drink now.",Visconde de Borba Reserva,88,17.0,Alentejo,,,Roger Voss,@vossroger,Marcolino Sebo 2011 Visconde de Borba Reserva Red (Alentejo),Portuguese Red,Marcolino Sebo				,,88000,15.84
47589,Portugal,"This is a wine that is full of red fruits and fresh acidity. The tannic structure is well in balance giving a firm edge to the bright, ready-to-drink fruits. The wine is the entry level to the always impressive range from Crasto. Drink this wine now.",Crasto,88,17.0,Douro,,,Roger Voss,@vossroger,Quinta do Crasto 2014 Crasto Red (Douro),Portuguese Red,Quinta do Crasto				,,88000,15.84
48074,Portugal,"This is light and bright, with crisp acidity and the fruitiness of an attractive, early-drinking wine.",Egle,88,17.0,Douro,,,Roger Voss,@vossroger,PV Vinhos 2010 Egle White (Douro),Portuguese White,PV Vinhos				,,88000,15.84
48954,Portugal,"This is a finely perfumed wine, full of ripe CastelÃ£o grapes. It has a smooth, polished feeling from the wood aging, yet still allows plenty of room for a dense black-fruit character. It will need to age and will be best after 2016.",Pegos Claros Reserva,92,17.0,Palmela,,,Roger Voss,@vossroger,Wines & Winemakers 2011 Pegos Claros Reserva CastelÃ£o (Palmela),CastelÃ£o,Wines & Winemakers				,,92000,16.56
49061,Portugal,"This is a ripe, soft and juicy wine that is ready to drink. Warm blackberry tones are contrasted by a rich wood character and fresh, lively acidity.",,87,17.0,Alentejano,,,Roger Voss,@vossroger,Herdade Grande 2012 Red (Alentejano),Portuguese Red,Herdade Grande				,,87000,15.66
49062,Portugal,"Fermented in open stone lagars, this wine shows a smooth, rounded and very rich character. Sweet wood flavors suggest vanilla, while the tannins are fine, dense and attractively spicy. The aftertaste, with juicy black fruits, adds balance to the wine. Drink now.",Visconde de Borba Reserva,87,17.0,Alentejo,,,Roger Voss,@vossroger,Marcolino Sebo 2009 Visconde de Borba Reserva Red (Alentejo),Portuguese Red,Marcolino Sebo				,,87000,15.66
53201,Portugal,"This is a creamy, intensely fruit wine, with lime and tropical fruit flavors, merely hinting at a minerally structure. It's delicious and ready to drink now.",,88,17.0,Alentejano,,,Roger Voss,@vossroger,Terra d'Alter 2011 Alvarinho (Alentejano),Alvarinho,Terra d'Alter				,,88000,15.84
53202,Portugal,"Lightly spicy aromas give this an exotic feel. At the same time, there is plenty of crisp, citrusy acidity, along with a rounded melon texture. The wine is full-bodied, concentrated and will be ready to drink in six months.",,88,17.0,Alentejano,,,Roger Voss,@vossroger,Terra d'Alter 2011 Verdelho (Alentejano),Verdelho,Terra d'Alter				,,88000,15.84
53957,Portugal,"This rich wine still shows its wood-aging character. It has firm tannins, dark fruit and concentration. From vineyards in the Douro Superior, this wine should be drunk from 2018.",Inquieto Tinto,90,17.0,Douro,,,Roger Voss,@vossroger,Douro Prime 2010 Inquieto Tinto Touriga Nacional (Douro),Touriga Nacional,Douro Prime				,,90000,16.2
57855,Portugal,This is a ripe wine with its juicy black fruits and generous tannins. It has a mature character that's emphasized by the wood aging and rich fruitiness. There's a touch of pepper at the end from the alcohol which is a shame. Drink now.,Cassa Reserva,86,17.0,Douro,,,Roger Voss,@vossroger,Rui Roboredo Madeira 2014 Cassa Reserva Red (Douro),Portuguese Red,Rui Roboredo Madeira				,,86000,15.479999999999999
58990,Portugal,"The wine has the correct texture and attractive perfumes for a delicate Riesling. The crisp apple and tight mineral flavors are light and floating. It's a surprising wine for the Lisbon region, but it works so well.",,88,17.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2013 Riesling (Lisboa),Riesling,Quinta de Sant'Ana				,,88000,15.84
58991,Portugal,"This is a deliciously perfumed wine that is fresh and fruity with a fine, tight texture to add interest and give it shape. It takes advantage of the natural aromatic flavors of the grape to produce a wine that is both crisp and fragrant. Drink now.",,88,17.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2014 Verdelho (Lisboa),Verdelho,Quinta de Sant'Ana				,,88000,15.84
60297,Portugal,"This is Alvarinho from the southern part of the Minho region, close to Oporto. It has lemon fruit and a smooth texture, giving a rich wine. It could age a little longer, so wait until 2018.",,86,17.0,Minho,,,Roger Voss,@vossroger,Conde Villar 2015 Alvarinho (Minho),Alvarinho,Conde Villar				,,86000,15.479999999999999
62689,Portugal,"With a typical touch of fizz, this wine is fruity, light and bright. It is dry, very fresh, full of apples and lime juice. Refreshing and ready to drink.",,85,17.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta do Cruzeiro 2012 White (Vinho Verde),Portuguese White,Quinta do Cruzeiro				,,85000,15.299999999999999
64516,Portugal,"In this rich, earthy wine, plum and licorice flavors combine with a core of tough tannins. It is rich, fruity and ready to drink.",Tinto,85,17.0,Douro,,,Roger Voss,@vossroger,Delaforce 2009 Tinto Red (Douro),Portuguese Red,Delaforce				,,85000,15.299999999999999
64534,Portugal,"The historic Port house of Delaforce has now launched its own Douro table wines, and this Alvarinho is soft and fruity. It has a creamy initial texture followed by touches of vanilla and quince. This is not for aging, so drink it now.",,85,17.0,Duriense,,,Roger Voss,@vossroger,Delaforce 2011 Alvarinho (Duriense),Alvarinho,Delaforce				,,85000,15.299999999999999
64693,Portugal,"An attractive, red-fruited wine, lightweight with acidity and smoothed with wood. It is fresh, with coffee and black cherry flavors, now ready to drink.",Quinta do PÃ©go,87,17.0,Douro,,,Roger Voss,@vossroger,Rozes 2008 Quinta do PÃ©go Red (Douro),Portuguese Red,Rozes				,,87000,15.66
64916,Portugal,"A ripe, tropical fruit flavored wine that is both fresh and rich. While produced in an area of Vinho Verde that is predominately dedicated to the Alvarinho grape, this dry wine is a refreshing, bright blend of many of the local varieties. It is juicy, crisp and ready to drink.",Muros Antigos Escolha,88,17.0,Vinho Verde,,,Roger Voss,@vossroger,Anselmo Mendes 2015 Muros Antigos Escolha White (Vinho Verde),Portuguese White,Anselmo Mendes				,,88000,15.84
64963,Portugal,"A lemon flavored wine that's crisp and fruity. The texture is soft with fruit and fresh acidity dominant. With its refreshing aftertaste, the wine is ready to drink now.",,85,17.0,Tejo,,,Roger Voss,@vossroger,Terra Silvestre 2014 Arinto (Tejo),Arinto,Terra Silvestre				,,85000,15.299999999999999
2633,Portugal,"Although known in the Douro as an increasingly essential component of Port and table wines, the Touriga Nacional is equally at home in the DÃ£o. As here, it produces linear wines, very mineral, full of acidity with a perfumed elegance. This is a wine for aging over 4â€“5 years.",,90,18.0,DÃ£o,,,Roger Voss,@vossroger,Borges 2009 Touriga Nacional (DÃ£o),Touriga Nacional,Borges				,,90000,16.2
2653,Portugal,"A wine that starts out all tannins. The fruit takes a while to show through and then produces juicy red cherry flavors and considerable acidity, the wood aging rounding the corners. This is for medium-term aging.",Quinta do Grifo Grande Reserva,89,18.0,Douro,,,Roger Voss,@vossroger,Rozes 2008 Quinta do Grifo Grande Reserva Red (Douro),Portuguese Red,Rozes				,,89000,16.02
3843,Portugal,"This is a smooth, impressively rich wine powered by silky tannins and ripe black fruits. The palate is intensely concentrated with a big, bold structure and a solid feel. It does need some aging, so drink from 2016.",Aguia Moura em Vinhas Velhas Reserva,93,18.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2009 Aguia Moura em Vinhas Velhas Reserva Red (Douro),Portuguese Red,Wines & Winemakers				,,93000,16.74
3922,Portugal,"A juicy, fruity wine that is named after the Knights Templar who built a magnificent castle and convent in the local city of Tomar. It is fresh with red berry acidity and some perfumed tannins. It should be ready to drink soon, but wait until the end of 2016 for the best results.",TemplÃ¡rios Colheita Seleccionada,87,18.0,Tejo,,,Roger Voss,@vossroger,Quinta do Cavalinho 2013 TemplÃ¡rios Colheita Seleccionada Red (Tejo),Portuguese Red,Quinta do Cavalinho				,,87000,15.66
4839,Portugal,"This is fresh, fruity and with an attractive creamy texture. The crisp apple comes from the high-acid Rabigato grape that's softened by Viosinho and Gouveio. That makes for a balanced, light wine that is ready to drink.",Crasto,87,18.0,Douro,,,Roger Voss,@vossroger,Quinta do Crasto 2014 Crasto White (Douro),Portuguese White,Quinta do Crasto				,,87000,15.66
4939,Portugal,"A particularly clean, fresh and dry rosÃ©, full of currant fruit, a taut, refreshing texture and a final burst of acidity.",,86,18.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Sant'Ana 2010 RosÃ© (Lisboa),RosÃ©,Quinta de Sant'Ana				,,86000,15.479999999999999
5394,Portugal,"Almost black in color, this is a big, bold and rich ruby. Dark berry fruits are sustained by a sweet, jammy character. The tannins do give the wine structure, but the rich sweetness dominates. Drink now.",Reserva Ruby,85,18.0,Port,,,Roger Voss,@vossroger,Quinta das Carvalhas NV Reserva Ruby  (Port),Port,Quinta das Carvalhas				,,85000,15.299999999999999
5832,Portugal,"This is a ripe yellow fruit and mango-flavored wine. It is all fruit, rich and deliciously refreshing. The 10% of Moscatel in the blend has had an enormous effect on the perfumed character of the wine. At the end, the acidity keeps it fruity and crisp.",Coroa d'Ouro Branco,88,18.0,Douro,,,Roger Voss,@vossroger,PoÃ§as 2016 Coroa d'Ouro Branco White (Douro),Portuguese White,PoÃ§as				,,88000,15.84
6249,Portugal,This is a bold and ripely fruity wine. Fine tannins and blackberry fruits are already well combined in a big and juicy whole. The wine does have a structure and layers of wood aging that suggest it will age. Drink from 2018.,Abreu Callado ReservaÂ ,90,18.0,Alentejano,,,Roger Voss,@vossroger,Wines & Winemakers 2012 Abreu Callado ReservaÂ  Red (Alentejano),Portuguese Red,Wines & Winemakers				,,90000,16.2
6389,Portugal,"This is an attractive, soft blend of Arinto, Viosinho and AntÃ£o Vaz. With white fruit flavors and a warm, ripe texture, it's crisp, fruity and ready to drink.",,86,18.0,Alentejano,,,Roger Voss,@vossroger,Dona Maria-JÃºlio Bastos 2015 White (Alentejano),Portuguese White,Dona Maria-JÃºlio Bastos				,,86000,15.479999999999999
6932,Portugal,"French oak aging has given this still-young wine a firmly structured character, with dark tannins and a firm texture. It's still very dry, structured and dark and needs a good few years to age and round out. For now, the ripe fruit and acidity are both showing great promise. Drink from 2018.",Reserva,93,18.0,Douro,,,Roger Voss,@vossroger,Quinta da Rede 2012 Reserva Red (Douro),Portuguese Red,Quinta da Rede				,,93000,16.74
8223,Portugal,"DFJ Vinhos manages this 16th century property which has produced a now mature wine. It has great balance, the berry fruits moving to secondary flavors of spice, smokiness, sweet tannins and hints of toast. It's ready to drink, but will continue to develop through 2017.",Quinta do Rocio,92,18.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2008 Quinta do Rocio Red (Lisboa),Portuguese Red,DFJ Vinhos				,,92000,16.56
8611,Portugal,"This youthful crisp blend of Chardonnay and FernÃ£o Pires comes from the Lisboa region. With a light texture, plenty of acidity and a fruity aftertaste, it is a great apÃ©ritif style.",Bruto,86,18.0,Lisboa,,,Roger Voss,@vossroger,Adega MÃ£e 2015 Bruto Sparkling (Lisboa),Sparkling Blend,Adega MÃ£e				,,86000,15.479999999999999
9575,Portugal,"Blending Douro's native Viosinho and Verdelho grapes, this is ripe, wood aged and smooth. It has layers of citrus, grapefruit and white fruits, apple juice and pears. It is fruity, fresh and ready to drink.",Andreza Branco,86,18.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2013 Andreza Branco White (Douro),Portuguese White,Wines & Winemakers				,,86000,15.479999999999999
10024,Portugal,"Solid tannins lead into a wine that balances very dry, dark fruits with dense wood textures. It's a solid, chunky, bold wine, richly fruity and still young. Drink this firm, ageworthy wine from 2016.",Vale de Cavalos,91,18.0,Douro,,,Roger Voss,@vossroger,PoÃ§as 2011 Vale de Cavalos Red (Douro),Portuguese Red,PoÃ§as				,,91000,16.38
10025,Portugal,"This is a strongly mineral wine, textured and rich at the same time, with fine acidity. Blackberry fruit dominates the palate, with rich tannins and cool freshness. It tastes of terroir, a true DÃ£o from the granite soils. Drink from 2016.",Somontes Reserva,91,18.0,DÃ£o,,,Roger Voss,@vossroger,Casa da Passarella 2009 Somontes Reserva Red (DÃ£o),Portuguese Red,Casa da Passarella				,,91000,16.38
10146,Portugal,"The wine has a fat fruity texture along with acidity and plenty of tannins. It is austere in character, very dry and dense and with a serious intent. There is a juicy aftertaste that is more attractive and has promise for the future.",Lua Cheia em Vinhas Velhas Andreza Reserva,87,18.0,Douro,,,Roger Voss,@vossroger,Wines & Winemakers 2013 Lua Cheia em Vinhas Velhas Andreza Reserva Red (Douro),Portuguese Red,Wines & Winemakers				,,87000,15.66
10563,Portugal,"This is an off-dry wine, soft with strawberry flavors that are balanced by crisp acidity. It is light and fruityâ€”a fine wine to drink as an apÃ©ritif.",Cara Viva,84,18.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2016 Cara Viva RosÃ© (Lisboa),RosÃ©,DFJ Vinhos				,,84000,15.12
13215,Portugal,"Alvarinho is hardly native to the Douro, hence the regional designation of this fruit-driven wine. It's fresh, crisp and creamy with just a touch of yellow fruits to go with the apples. It's ready to drink now.",,86,18.0,Duriense,,,Roger Voss,@vossroger,Delaforce 2013 Alvarinho (Duriense),Alvarinho,Delaforce				,,86000,15.479999999999999
14005,Portugal,"From vineyards in the southern section of Vinho Verde, this ripe Alvarinho is soft and fruity. It has a light texture that is balanced with crisp acidity and a juicy, perfumed aftertaste. Drink this wine now.",CalÃ§ada Terroir,88,18.0,Minho,,,Roger Voss,@vossroger,Quinta da CalÃ§ada 2015 CalÃ§ada Terroir Alvarinho (Minho),Alvarinho,Quinta da CalÃ§ada				,,88000,15.84
14022,Portugal,"Predominantly Loureiro, this is rich, ripe wine. It has a sunny character, ripe with green plums and apples and lightly shot with acidity. It is aromatic, fresh and ready to drink.",CalÃ§ada Terroir Loureiro-Alvarinho,88,18.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da CalÃ§ada 2015 CalÃ§ada Terroir Loureiro-Alvarinho White (Vinho Verde),Portuguese White,Quinta da CalÃ§ada				,,88000,15.84
14453,Portugal,"A selection of wines made after harvest, this Reserva is a firm, perfumed, structured wine. It has powerful tannins that go with the black fruits and acidity, but it's also deliciously juicyâ€”a powerful and ripe wine that will improve for several years.",Padre Pedro Reserva,91,18.0,Tejo,,,Roger Voss,@vossroger,Casa Cadaval 2010 Padre Pedro Reserva Red (Tejo),Portuguese Red,Casa Cadaval				,,91000,16.38
14766,Portugal,The wine reveals a serious side to CastelÃ£o that is not often shown. Its wood aging and structured character give the wine longevity as well as solid fruits and concentrated tannins. Lightness comes in the form of the acidity and the juicy black fruits. Drink from 2019.,Pegos Claros Reserva,90,18.0,PenÃ­nsula de SetÃºbal,,,Roger Voss,@vossroger,Wines & Winemakers 2014 Pegos Claros Reserva CastelÃ£o (PenÃ­nsula de SetÃºbal),CastelÃ£o,Wines & Winemakers				,,90000,16.2
14788,Portugal,"The main estate wine from Chocapalha, this is firm, with a beautiful balance between tannins and fruit. Blackberry and wood-derived spice notes are cut with acidity. It's elegant and ready to drink.",,91,18.0,Lisboa,,,Roger Voss,@vossroger,Quinta de Chocapalha 2012 Red (Lisboa),Portuguese Red,Quinta de Chocapalha				,,91000,16.38
15044,Portugal,"A soft, fruity wine, with spice, strawberry and currant flavors. It has a warm, open feel, with a hint of tannin. Its name refers to the winding Douro River Valley.",Twisted,88,18.0,Douro,,,Roger Voss,@vossroger,Niepoort 2009 Twisted Red (Douro),Portuguese Red,Niepoort				,,88000,15.84
15738,Portugal,"This JosÃ© Ferreira family project in the Douro Valley had its first vintage in 2007. This partially wood-aged wine is rich and full of black fruits. Fermentation in open lagars has given the wine a ripe character as well as dense tannins. The wine is concentrated and likely to age a little further, so drink from 2018.",PÃ´pa Tinto,91,18.0,Douro,,,Roger Voss,@vossroger,Quinta do PÃ´pa 2014 PÃ´pa Tinto Red (Douro),Portuguese Red,Quinta do PÃ´pa				,,91000,16.38
15743,Portugal,"Structured with a strong mineral character, this is a full rich wine. Its density comes from the fermentation in stone lagars giving richness and opulence. The wood aging has added to the smoothness that is balanced by the intense acidity of the black currant fruits at the end. Drink from 2018.",Colheita,91,18.0,DÃ£o,,,Roger Voss,@vossroger,Vinha Paz 2015 Colheita Red (DÃ£o),Portuguese Red,Vinha Paz				,,91000,16.38
15945,Portugal,"Named after the 13th-century house at the center of the estate, this is a rich, full-bodied wine. With citrus flavors at its heart, it also shows a texture that gives minerality from the granite soil, followed by juicy yellow fruits and finishing with intense acidity. Give this wine until mid-2015 to settle down.",Casa do CapitÃ£o-mor,90,18.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de PaÃ§os 2013 Casa do CapitÃ£o-mor Alvarinho (Vinho Verde),Alvarinho,Quinta de PaÃ§os				,,90000,16.2
16049,Portugal,"Surprisingly soft for a Cabernet, this is a rich, generous wine with very ripe black fruits and a minimum of tannins. It is dense and ready to drink.",Quinto Elemento Reserva,87,18.0,Tejo,,,Roger Voss,@vossroger,Quinta do Arrobe 2014 Quinto Elemento Reserva Cabernet Sauvignon (Tejo),Cabernet Sauvignon,Quinta do Arrobe				,,87000,15.66
16269,Portugal,"High-altitude vines yielded this full while also crisp wine. It is fruity, touched by caramel and spice and some toast flavors from wood aging. This is a rosÃ© style that goes with food.",,86,18.0,Douro,,,Roger Voss,@vossroger,Muxagat 2013 RosÃ© (Douro),Portuguese RosÃ©,Muxagat				,,86000,15.479999999999999
16658,Portugal,"A serious and dense wine, this is rich and full of dark juicy fruit. It has plenty of structure of course, with its rich tannins and wood aging flavors right up front. The acidity is perfumed, underlining the ripe fruit. Drink this concentrated wine from 2018.",Pegos Claros Vinhas Velhas Reserva,93,18.0,Palmela,,,Roger Voss,@vossroger,Wines & Winemakers 2012 Pegos Claros Vinhas Velhas Reserva CastelÃ£o (Palmela),CastelÃ£o,Wines & Winemakers				,,93000,16.74
17104,Portugal,"This is a rich, smooth wine that has ripe fruit and plenty of smooth plum flavors. It has some spice, balanced acidity and a fine dense texture. The wine, with its fresh aftertaste is ready to drink.",Late Bottled Vintage,92,18.0,Port,,,Roger Voss,@vossroger,Quarles Harris 2010 Late Bottled Vintage  (Port),Port,Quarles Harris				,,92000,16.56
